שם הצעת החוק,מדרג,מספר חוק,ניקוד לחוק,קישור להצעה,הסבר הדירוג,הערות אחרות,הגיע להצבעה?,עבר?,יוזם ראשון,חתומים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הצעת חוק זכויות נפגעי מערכות ישראל ופעולות איבה בהליכי חקירה, התש""ף-2019",,פ/53/22,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081353,התקנה הגיונית אך לא קשורה כל כך למדד,,,,עפר שלח,רם בן ברק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עפר שלחרם בן ברק,
"הצעת חוק הלוואות לדיור (תיקון - הצמדת סכום ההלוואה למדד), התש""ף-2019",,פ/54/22,-3,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081363,"מגדיל את סכום ההלוואה שניתן לקחת עבור רכישת דירה (ליתר דיוק מצמיד אותו למדד מחירי הדיור ולא למדד המחירים לצרכן כפי שהיה עד כה)
אם הניסוח היה ""בהתאם לשינוי במדד"" הייתי מדרג -2, אבל כתוב ""בהתאם לשיעור העלייה במדד""",,,,משה ארבל,ינון אזולאי,מיכאל מלכיאלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה ארבלינון אזולאימיכאל מלכיאלי,
"הצעת חוק השמירה על המקומות הקדושים (תיקון - הבטחת פלורליזם דתי), התש""ף-2019",,פ/55/22,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081367,"החוק מחייב את קובעי תקנות בנוגע למקומות קדושים להתחשב בשיויון מגדרי
מצד אחד אין זה מתפקיד המדינה להתעסק בנושאים האלה, מצד שני אם כבר נוגעים בהם - שיתחשבו גם בנשים, משאיר נייטרלי",,,,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג,
"הצעת חוק לעידוד מחקר, פיתוח וחדשנות טכנולוגית בתעשייה (תיקון - תקציב הרשות הלאומית לחדשנות טכנולוגית), התש""ף-2019",,פ/56/22,-3,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081371,"מציע לקבוע את תקציב המדען הראשי ב0.8% מתקציב המדינה, זה כמעט 3 מיליארד שקל",,,,יזהר שי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יזהר שי,
"הצעת חוק בתי קברות צבאיים (תיקון - כיתוב על מצבה צבאית), התש""ף-2019",,פ/57/22,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081379,החלפת תקנה בתקנה אחרת,,,,עפר שלח,אורנה ברביבאי,רם בן ברק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עפר שלחאורנה ברביבאירם בן ברק,
"הצעת חוק חג המצות (איסורי חמץ) (תיקון - ביטול החוק), התש""ף-2019",,פ/58/22,3,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081388,ביטול חוק אנטי ליברלי,,,,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג,
"הצעת חוק העונשין (תיקון - גזענות נגד קבוצה דתית), התש""ף-2019",,פ/59/22,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081386,בדומה להצעות אחרות להרחבת והחמרת החוק נגד גזענות,,,,משה ארבל,מיכאל מלכיאלי,ינון אזולאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה ארבלמיכאל מלכיאליינון אזולאי,
"הצעת חוק הכנסת (תיקון - קביעת קוד התנהגות לייצוג לקוחות בעלי אינטרסים מנוגדים על ידי שדלן), התש""ף-2019",,פ/60/22,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081312,החוק מייחל הגבלה קלה על חופש העיסוק, השפעה על מעט אנשים + החוק לא קובע כלום,,,,יעל גרמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יעל גרמן
"הצעת חוק המכינות הקדם-צבאיות (תיקון - שלילת הכרה ממכינות המעודדות סירוב פקודה והסתה), התש""ף-2019",,פ/61/22,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081313,שלילת הכרה במכללות שיוזמת החוק לא אוהבת. פגיעה בפלטפורמה חשובה לקידום רעיוני ופגיעה בחופש הביטוי,,,,יעל גרמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יעל גרמן,
"הצעת חוק הגנת הצרכן (תיקון - חובת הקלטה של עסקה טלפונית), התש""ף-2019",,פ/62/22,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081392,"חיוב עסקים להקליט כל עסקה טלפונית, ישית עלויות נוספות על בעלי עסקים ויפריע להקמה של עסקים חדשים",,,,מירב כהן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מירב כהן,
"הצעת חוק איסור שימוש ברכב ממשלתי לשר וסגן שר ביום המנוחה השבועי ובחג, התש""ף-2019",,פ/63/22,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081395,הטרלת הממשלה,,,,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג,
"הצעת חוק החלת החוק הישראלי בשטח בקעת הירדן (הליך קבלת אזרחות), התש""ף-2019",,פ/64/22,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081399,סיפוח בקעת הירדן. לא רלוונטי למדד,,,,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל,
"הצעת חוק הביטוח הלאומי (תיקון - ביטול מבחן ההכנסה לצורך קבלת גמלת סיעוד), התש""ף-2019",,פ/65/22,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081315,"ביטול התניית הזכאות לגמלת סיעוד במבחן הכנסה. ביטול של מלכודת עוני, עשוי להגדיל את הוצאות המדינה",,,,חוה אתי עטייה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חוה אתי עטייה,
"הצעת חוק הבטחת הכנסה (תיקון - תשלום רטרואקטיבי של גמלת הבטחת הכנסה למקבלי קצבת אזרח ותיק), התש""ף-2019",,פ/66/22,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081504,איפשור להגשת בקשה רטרואקטיבית להבטחת הכנסה מביטוח לאומי לאזרח ותיק. יגדיל את הוצאות המדינה,,,,משה ארבל,ינון אזולאי,מיכאל מלכיאלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה ארבלינון אזולאימיכאל מלכיאלי,
"הצעת חוק הביטוח הלאומי (תיקון - הארכת המועד להגשת תביעות ליקוי שמיעה), התש""ף-2019 ",,פ/67/22,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081408,הארכת משך הזמן שבו ניתן להגיש תביעה בגין לקות שמיעה לביטוח לאומי. יגדיל את ההוצאה הציבורית,,,,משה ארבל,ינון אזולאי,מיכאל מלכיאלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה ארבלינון אזולאימיכאל מלכיאלי,
"הצעת חוק הבטחת הכנסה (תיקון - תשלום רטרואקטיבי של גמלת הבטחת הכנסה למקבלי קצבת אזרח ותיק), התש""ף-2019",,פ/68/22,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081511,"איפשור תשלום של הבטחת הכנסה גם רטרואקטיבית, בניגוד למצב הנוכחי. יגרום להגדלה בהוצאות המדינה",,,,איתן גינזבורג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איתן גינזבורג,
"הצעת חוק איסור הונאה בכשרות (תיקון - כשרות לבית אוכל שאינו מחלל שבת), התש""ף-2019",,פ/69/22,2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081411,"החוק ימנע מצבים של שלילת כשרות כ""עונש"" על העלאת מופעים לא צנועים או ביצוע פעולות אחרות שאין להן השלכה הלכתית על כשרות. יתרום לחופש העיסוק בצורה משמעותית",,,,אלעזר שטרן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלעזר שטרן,
"הצעת חוק איסור לשון הרע (תיקון - ביזוי אדם מחמת משקל), התש""ף-2019",,פ/70/22,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081513,"איסור ביזוי אדם על משקלו. פגיעה ישירה בחופש הביטוי ותביעת לשון הרע על כל אזכור של ""שמן""... יכול לפגוע משמעותית בחופש הביטוי האזרחי.",,,,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג,
"הצעת חוק לתיקון פקודת העדה הדתית (המרה) (גיור על ידי רב עיר ומועצה מקומית), התש""ף-2019",,פ/71/22,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081412,"בעבר רבני ערים יכלו לבצע תהליך גיור, אך לפני מספר שנים מועצת הרבנות הראשית שללה מהם את היכולת הזו. הצעת החוק באה להחזיר להם את היכולת. בעד בגלל ביזור סמכויות מהשלטון המרכזי לאיזורי",,,,אביגדור ליברמן,עודד פורר,יוליה מלינובסקי,יבגני סובה,אלי אבידר,חמד עמאר,אלכס קושניר,מרק איפראימוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אביגדור ליברמןעודד פורריוליה מלינובסקייבגני סובהאלי אבידרחמד עמאראלכס קושנירמרק איפראימוב,
"הצעת חוק ביטוח בריאות ממלכתי (תיקון - צמצום הפערים בין הפריפריה למרכז), התש""ף-2019",,פ/72/22,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081421,"יותר הצהרת כוונות מאשר חוק, אין פירוט של צעדים קונקרטיים חקיקתיים אלא רק השתת אחריות על השר (שגם כך אחראי). חקיקה מיותרת",,,,משה ארבל,ינון אזולאי,מיכאל מלכיאלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה ארבלינון אזולאימיכאל מלכיאלי,
"הצעת חוק הביטוח הלאומי (תיקון - דמי אבטלה למי שנמצא בהכשרה מקצועית), התש""ף-2019",,פ/73/22,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081522,תשלום דמי אבטלה מלאים לאחר סיום תקופת הזקאות למשתתפים בהכשרה מקצועית. יגדיל את הגרעון...,,,,איתן גינזבורג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איתן גינזבורג,
"הצעת חוק זכויות החולה (תיקון - איסור הפליה), התש""ף-2019",,פ/74/22,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081523,מגביל את יכולתם של ספקי רפואה פרטית לסנן לקוחות,,,,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג,
"הצעת חוק להגדלת שיעור ההשתתפות בכוח העבודה ולצמצום פערים חברתיים (מענק עבודה) (תיקון - זכאות להטבות נלוות), התש""ף-2019",,פ/75/22,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081524,"בעד - פתרון של מלכודת עוני שמונעת ממקבלי קצבאות לצאת לעבוד.
נגד - מגדיל את ההוצאה הציבורית.",,,,משה ארבל,ינון אזולאי,מיכאל מלכיאלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה ארבלינון אזולאימיכאל מלכיאלי,
"הצעת חוק לתיקון פקודת מס הכנסה (פטור ממס על משיכה הונית מקופת גמל), התש""ף-2019",,פ/76/22,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081540,"עיוות מס, אבל כל תירוץ הוא תירוץ טוב לפטור ממס",,,,דסטה גדי יברקן,משה ארבל,ינון אזולאי,משה אבוטבול,אורלי פרומן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,דסטה גדי יברקןמשה ארבלינון אזולאימשה אבוטבולאורלי פרומן,
"הצעת חוק להסדרת הפיקוח על כלבים (תיקון - איסור המתת כלבים בריאים), התש""ף-2019",,פ/77/22,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081441,איסור ביצוע המתת חסד בכלבים נטושים בריאים. לא מוצעת אלטרנטיבה להתמודדות עם כמות הכלבים הגדולה (מוערכת בעשרות אלפים בשנה עפי הצעת החוק...),,,,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג,
"הצעת חוק האזרחים הוותיקים (תיקון - הנחה בארנונה לאזרח ותיק המתגורר בדירה שאינה בהחזקתו), התש""ף-2019",,פ/78/22,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081539,"בעד - מוריד את נטל המס סה""כ, מפשט את סוגיות המס ומשווה בין ערים שונות.
נגד - מעורבות של השלטון המרכזי בהחלטות של רשויות מקומיות לא עולה בקנה אחד עם האידיאולוגיה הליברלית",,,,משה ארבל,ינון אזולאי,מיכאל מלכיאלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה ארבלינון אזולאימיכאל מלכיאלי,
"הצעת חוק הפיקדון על מכלי משקה (תיקון - החלת החוק על מכלי משקה גדולים), התש""ף-2019",,פ/79/22,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081448,החלת פיקדון על סך 50 אגורות על בקבוקי ומיכלי משקה גדולים (כיום החוק חל רק על בקבוקים עד גודל 1.5 ליטר. החוק החדש יחול על הטווח של 1.5 עד 5 ליטר). התנגדות מלאה,,,,מיקי חיימוביץ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיקי חיימוביץ',
"הצעת חוק הגנת הצרכן (תיקון - שינוי פרטים בכרטיס טיסה או בכרטיס לשיט), התש""ף-2019",,פ/80/22,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081544,חיוב אפשור העברה של כרטיס טיסה או שיט מאדם אחד לאחר ללא תשלום. התנגדות מלאה,,,,איתן גינזבורג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איתן גינזבורג,
"הצעת חוק המועצות האזוריות (בחירת ראש המועצה) (תיקון - הגשת רשימה על ידי סיעה או מפלגה), התש""ף-2019",,פ/81/22,2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081547,,,,,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל,
"הצעת חוק איסור הונאה בכשרות (תיקון - מתן תעודת הכשר על ידי רב מקומי), התש""ף-2019",,פ/82/22,2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081449,,,,,אלעזר שטרן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלעזר שטרן,
"הצעת חוק לימוד חובה (תיקון - חובת לימודי ליבה), התש""ף-2019",,פ/83/22,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081460,,,,,אביגדור ליברמן,עודד פורר,יבגני סובה,אלי אבידר,יוליה מלינובסקי,חמד עמאר,אלכס קושניר,מרק איפראימוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אביגדור ליברמןעודד פורריבגני סובהאלי אבידריוליה מלינובסקיחמד עמאראלכס קושנירמרק איפראימוב,
"הצעת חוק לימודי יסוד במערכת החינוך, התש""ף-2019",,פ/84/22,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081617,,,,,איתן גינזבורג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איתן גינזבורג,
"הצעת חוק ההוצאה לפועל (תיקון - ביטול הגבלת רישיון נהיגה), התש""ף-2019",,פ/85/22,2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081528,,,,,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל,
"הצעת חוק שוויון זכויות לאנשים עם מוגבלות (תיקון - פטור מהמתנה בתור לנכי גפיים), התש""ף-2019",,פ/86/22,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081461,,,,,חוה אתי עטייה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חוה אתי עטייה,
"הצעת חוק ההוצאה לפועל (תיקון - ביטול שלילת רישיונות נהיגה לחייבים), התש""ף-2019",,פ/87/22,2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081559,,,,,דסטה גדי יברקן,אורלי פרומן,יזהר שי,איציק שמולי,ינון אזולאי,משה אבוטבול,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,דסטה גדי יברקןאורלי פרומןיזהר שיאיציק שמוליינון אזולאימשה אבוטבול,
"הצעת חוק העמותות (תיקון - חובת גילוי תרומה אנונימית), התש""ף-2019",,פ/88/22,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081567,,,,,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג,
"הצעת חוק רציפות הדיון בהצעות חוק (תיקון - כנסת שלא כוננה בה ממשלה), התש""ף-2019",,פ/89/22,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081468,,,,,משה ארבל,מיכאל מלכיאלי,ינון אזולאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה ארבלמיכאל מלכיאליינון אזולאי,
"הצעת חוק עבודת נשים (תיקון - שעות היעדרות מעבודה לאישה בהיריון בר-סיכון), התש""ף-2019",,פ/90/22,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081551,,,,,משה ארבל,מיכאל מלכיאלי,ינון אזולאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה ארבלמיכאל מלכיאליינון אזולאי,
"הצעת חוק החולה הנוטה למות (תיקון - מוות במרשם רופא), התש""ף-2019",,פ/91/22,2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081472,,,,,עפר שלח,יעל גרמן,מיקי לוי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עפר שלחיעל גרמןמיקי לוי,
