שם הצעת החוק,מדרג,מספר חוק,ניקוד לחוק,קישור להצעה,הסבר הדירוג,הערות אחרות,הגיע להצבעה?,עבר?,יוזם ראשון,חתומים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הצעת חוק הכרה ברצח העם הארמני וציון יום זיכרון, התשף-2020""",dup_laws_bot,פ/39/23,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085691,מימון טקס נוסף מכספי משלם המיסים והתערבות בתכני הלימוד ראה חוק פ/160/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081308,,0,0,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג
"הצעת חוק הגנת הצרכן (תיקון - אחריות מנהל כללי ונושא משרה בשל הפרת הוראות החוק), התשף-2020""",,פ/40/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085748,,,0,0,מירב כהן,קטי קטרין שטרית,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מירב כהןקטי קטרין שטרית
"הצעת חוק ביטוח בריאות ממלכתי (תיקון - צמצום פערים בין הפריפריה למרכז), התשף-2020""",bignafcomp@gmail.com,פ/41/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085692,להפריט,,0,0,יזהר שי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יזהר שי
"הצעת חוק הסדרת העיסוק של מעצבי השיער, התשף-2020""",bignafcomp@gmail.com,פ/42/23,-3,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085738,"עסקי הספּרות הם נתח גדול מהשוק בישראל, כיום פועלות מעל ל- 20,000 מספרות ברחבי הארץ וכ- 60% ממעצבי השיער במספרות כאמור עובדים ללא תעודת מקצוע' הצעת החוק רוצה ליצור גילדה בתחום משמעותי מאוד במשק. סכנה אקוטית לחופש העיסוק.",,0,0,מיכל שיר סגמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכל שיר סגמן
"הצעת חוק שוויון זכויות לאנשים עם מוגבלות (תיקון - מסירת תעודות לבעלי מוגבלות), התשף-2020""",bignafcomp@gmail.com,פ/43/23,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085686,"חקיקה חיובית כשהיא מטילה זאת על גופים ממשלתיים, אך מטילה את זה על 'גופים ציבוריים' בלי להגדיר. המשמעות המקובלת בחוק כוללת גם גופים מהמגזר הפרטי.",,0,0,מיכל שיר סגמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכל שיר סגמן
"הצעת חוק התגמולים לנפגעי פעולות איבה (תיקון - פגיעה מנפל), התשף-2020""",,פ/44/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085676,,,0,0,משה אבוטבול,מיכאל מלכיאלי,ינון אזולאי,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה אבוטבולמיכאל מלכיאליינון אזולאימשה ארבל
"הצעת חוק הפקדות וזכויות סוציאליות לעצמאים (תיקוני חקיקה), התשף-2020""",bignafcomp@gmail.com,פ/45/23,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085719,"דברי ההסבר טוענים שזה יאפשר חופש בחירה, אך בתיקוני החקיקה עצמם נראה שזה ייתן ביטוח עסקי ללא קשר לאירוע חיצוני בשביל 'אבטלה' לעצמאים. פחות מזיק מהצעות אחרות בתחום.",,1,0,עפר שלח,מיקי לוי,רם שפע,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עפר שלחמיקי לוירם שפע
"הצעת חוק שוויון זכויות לאנשים עם מוגבלות (תיקון - הוראות לעניין מוסד על-תיכוני להשכלה תורנית או דתית), התשף-2020""",bignafcomp@gmail.com,פ/46/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085661,"מדובר במוסדות פרטיים, אך מקבלים תקצוב מהמדינה. אנחנו נגד כפיית תוספות בנייה על המגזר הפרטי. אך כשהתקצוב מגיע מהדינה, אפשר לטעון בעד, בכל מקרה, ההחרגה המגזרית (למרות שהיא מעט עניינית) מהווה מספיק סיבה לא לתמוך.",,0,0,משה אבוטבול,מיכאל מלכיאלי,משה ארבל,ינון אזולאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה אבוטבולמיכאל מלכיאלימשה ארבלינון אזולאי
"הצעת חוק הביטוח הלאומי (תיקון - דמי אבטלה למי שנמצא בהכשרה מקצועית), התשף-2020""",bignafcomp@gmail.com,פ/47/23,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085658,"מכביד את הנטל על משלמי המיסים. אם ההכרה המקצועית באמת אפקטיבית, ניתן לסמוך על מבקש העבודה שירצה לקבל אותה אפילו אם זה מקטין במעט את הכסף שמקבל עכשיו.",,0,0,איתן גינזבורג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איתן גינזבורג
"הצעת חוק פיצויים בעד נזק עקב אסון טבע, התשף-2020""",bignafcomp@gmail.com,פ/48/23,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085846,"הצעת החוק הזו קובעת בחקיקה מה קורה במקרה של אסון טבע. עד היום זה לא היה ברור ולפעמים הממשלה נתנה מאה אחוז פיצוי. אז הצעת החוק מגבילה את זה ל65 אחוז.
זה עדיין בעייתי מאד שזה נקבע בחקיקה ראשית ועדיין מהווה תמריץ חזק שלא לקנות ביטוח (מקבלים 65 אחוז פיצוי בלי לשלם כלום, וכדי לקבל את ה35 הנותרים צריך לשלם פרמיה מלאה לאורך כל חיי הנכס...)",,0,0,קרן ברק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,קרן ברק
"הצעת חוק העונשין (תיקון - ביטול העבירה על העלבת עובד ציבור), התשף-2020""",bignafcomp@gmail.com,פ/49/23,3,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085819,החוק הנוכחי מהווה פגיעה חמורה בחופש הביטוי שמהווה פתח לחסימת ביקורת לגיטימית. יש לבטלו.,,0,0,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג
"הצעת חוק לעידוד מחקר, פיתוח וחדשנות טכנולוגית בתעשייה (תיקון - תקציב הרשות הלאומית לחדשנות טכנולוגית), התשף-2020""",bignafcomp@gmail.com,פ/50/23,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085761,"תקציב הרשות לחדשנות 'לא יפחת מ-0.8% מתקציב ההוצאה שנקבע בתקציב המדינה'. חדשנות לא מגיעה מרשויות חדשנות, להיפך. תשאירו את ה0.8 אחוז הזה בכיסי היזמים",,0,0,יזהר שי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יזהר שי
הצעת חוק-יסוד: הכנסת (תיקון - השתתפות בדיון ובהצבעה מרחוק במצב חירום) (הוראת שעה),,פ/51/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2086877,,,0,0,יזהר שי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יזהר שי
"הצעת חוק לתיקון פקודת מסי העירייה ומסי הממשלה (פטורין) (פטור מארנונה לבתי חיילים), התשף-2020""",bignafcomp@gmail.com,פ/52/23,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085636,אין לכפות הנחות ארנונה על הרשויות המקומיות.,,0,0,פנינה תמנו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פנינה תמנו
"הצעת חוק חוזה הביטוח (תיקון - בחינת סבירות פעולות מבטח, העברת נטל ועיצום כספי), התשף-2020""",,פ/53/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085645,,,0,0,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל
"הצעת חוק הגנת הפרטיות (תיקון - הזכות להישכח), התשף-2020""",bignafcomp@gmail.com,פ/54/23,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085638,זו לא הזכות להישכח אלא החובה להשכיח. פגיעה בחופש הביטוי והטלת עלויות על חברות שיש סבירות גבוהה שיחליטו לא לספק שירות בשוק קטן ובעייתי.,,0,0,עפר שלח,יזהר שי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עפר שלחיזהר שי
"הצעת חוק התרת נישואין אזרחיים (תיקוני חקיקה), התשף-2020""",bignafcomp@gmail.com,פ/55/23,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085623,חוסך את הכפייה על נשואים אזרחית להופיע בפני בית דין דתי להתרת נישואיהם.,,0,0,איציק שמולי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איציק שמולי
"הצעת חוק המים (תיקון - הנחות לאוכלוסיות זכאיות), התשף-2020""",bignafcomp@gmail.com,פ/56/23,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085603,"אין להטיל עלות מוצרים ספציפיים של צרכן אחד על כלל מלמי המיסים. ככל שצריך לעזור לעניים, תנו להם כסף. הטלת העלות על משלמי המיסים תפגע בחסכנות והיעילות שמערכת המחירים יוצרת.",,0,0,חוה אתי עטייה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חוה אתי עטייה
"הצעת חוק התכנון והבנייה (הוראות מיוחדות לעניין יישובי מיעוטים) (הוראת שעה), התשף-2020""",bignafcomp@gmail.com,פ/57/23,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085602,"לכאורה הצעת חוק מגזרית, וזה אכן פוגע בדירוג שלה. אך משהה אכיפה שפוגעת בזכות הקניין עד להכנת תכניות מתאר שייקלו יותר על שימוש של אנשים ברכושם. אז חיובי.",,1,0,ע'דיר כמאל מריח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ע'דיר כמאל מריח
"הצעת חוק הסדרת שוק הכשרות בישראל, התשף-2020""",bignafcomp@gmail.com,פ/58/23,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085600,"המצב כיום בשוק הכשרות הוא שמותר לכל ארגון שרוצה לתת כשרות לעשות זאת, אך בתנאי שיש גם השגחה של הרבנות הראשית. זה יוצר מונופול חמור. הצעת החוק מנסה לתקן את המונופול באופן שיוצר פדיעה חמורה יותר בחירות: הקמת רשות שתתן רשיונול ארגונים שייתנו אישורי כשרות ומי שאין לו רישיון לא יוכל לעשות זאת. זה בעצם מעביר את המונופול מהרבנות לרשות אישורי הכשרות. שלל ההגבלות הנוספות בחוק הן התערבות לא נחוצה.",,0,0,עודד פורר,יוליה מלינובסקי קונין,יבגני סובה,אלי אבידר,חמד עמאר,אלכס קושניר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עודד פורריוליה מלינובסקי קוניןיבגני סובהאלי אבידרחמד עמאראלכס קושניר
"הצעת חוק חסינות חברי הכנסת, זכויותיהם וחובותיהם (תיקון - ועדה ציבורית לבחינת הצהרות ההון של חברי הכנסת), התשף-2020""",,פ/59/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2086124,,,0,0,אלעזר שטרן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלעזר שטרן
"הצעת חוק ליישוב תחת איום מידי (הוראת שעה), התשף-2020""",bignafcomp@gmail.com,פ/60/23,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2086118,אין סיבה לתת מתנה מיוחדת לבעלי הכנסה גבוהה בערים שסובלות מירי טילים.,,1,0,אלכס קושניר,עודד פורר,חמד עמאר,יבגני סובה,יוליה מלינובסקי קונין,אלי אבידר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלכס קושנירעודד פוררחמד עמאריבגני סובהיוליה מלינובסקי קוניןאלי אבידר
"הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנות התקציב 2017 ו-2018) (תיקון - מעמד ערי עולים), התשף-2020""",kirill2785@gmail.com,פ/61/23,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2086106,"אני לא רואה סיבה בכלל שמדינה תקבל פטור על ארנונה בגין שימוש שטח של רשות או עיר, בלי קשר להאם זה בעיר שיש בה הרבה עולים או לא. בלי קשר האם עיר נמצאת המצב כלכלי טוב או רע (גם אם היא לא עיר שיש בה הרבה עולים).
הצעת החוק רוצה להחזיר את תשלום הארנונה על ידי המדינה ב'ערי עולים', ומסיבה מוצדקת, ש'הקרן לצמצום פערים' (שהיתה אמורה לעזור כלכלית לערים חלשות, במקום הארנונה מ'ערי עולים') 'יוצרת חוסר ודאות כלכלית בחלק מהרשויות החלשות, מעמיקה עוד יותר את התלות שלהן בתקציבי הממשלה, ומונעת מהן יציבות ועצמאות.'
אם כבר, הייתי מכריז שאין יותר פטור מארנונה לכל עיר או רשות, מבלי לקרוא להן עיר עולים. הצעת החוק אמנם לא שוויונית במובן הזה, אבל זה עדיף מתקצוב רווחה במסגרת 'הקרן לצמצום פערים'.",,0,0,מיכאל מרדכי ביטון,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכאל מרדכי ביטון
"הצעת חוק לתיקון פקודת מס הכנסה (פטור ממס לדמי הבראה), התשף-2020""",kirill2785@gmail.com,פ/62/23,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2086231,"פטור ממס יוצר חוסר שויון בין משלמי מיסים, וגורם לנטל על משלמי המיסים האחרים.",,0,0,עומר ינקלביץ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עומר ינקלביץ'
"הצעת חוק הגנה על זכויות הדורות הבאים, התשף-2020""",kirill2785@gmail.com,פ/63/23,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2086120,בדומה להצבעה על פ/415/22.,,1,0,בועז טופורובסקי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,בועז טופורובסקי
"הצעת חוק פרסום אסמכתאות בדבר השכלה ותעסוקה של נבחרי ציבור (תיקוני חקיקה), התשף-2020""",kirill2785@gmail.com,פ/64/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085642,לא שייך לליברליות. שייך לממשל.משילות,,0,0,ע'דיר כמאל מריח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ע'דיר כמאל מריח
"הצעת חוק הכנסת (תיקון - ועדה לפיקוח על רשויות פיקוח פיננסיות), התשף-2020""",kirill2785@gmail.com,פ/65/23,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085768,"טענת ההצעה היא שבגלל מחיקת חובות של לווים גדולים בסכומים עצומים על ידי גופים פיננסיים, זו פגיעה בציבור. מה שלא נכון. ועדת החקירה התמודדה עם קושי ניכר למלא את תפקידה בשל סירוב המאסדרים הפיננסיים – המפקח על הבנקים, רשות שוק ההון ביטוח וחיסכון ורשות ניירות ערך, והגופים המפוקחים על ידיהם – התאגידים הבנקאיים והגופים המוסדיים וביניהם חברות ביטוח, קרנות פנסיה וקופות גמל, למסור לה מידע ומסמכים, בשל חובת סודיות, הכוללות סודיות ביחסי מפקח-מפוקח, סודיות ביחסי גוף פיננסי-לקוח וסודיות מסחרית. למרות חוסר היכולת לקבל מידע ונתונים רבים שהיו מסייעים לזרוע אור על הסיבות שהביאו לפגיעה האמורה בציבור, קבעה הוועדה כי הפגיעה התאפשרה, בין השאר, בשל כשלים בפעילות הפיקוח של המאסדרים הפיננסיים. לפיכך מוצע לעגן בחקיקה ראשית את המלצת ועדת החקירה להקים ועדה פרלמנטרית לפיקוח על המאסדרים הפיננסיים. פדיעה בהתנהלות של עסקים פרטיים (הדופים הפיננסיים)",,0,0,שלמה קרעי,יעקב אשר,משה ארבל,דסטה גדי יברקן,יעקב טסלר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שלמה קרעייעקב אשרמשה ארבלדסטה גדי יברקןיעקב טסלר
"הצעת חוק אימוץ ילדים (תיקון - כשירות המאמץ), התשף-2020""",dup_laws_bot,פ/66/23,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2086140,יז ראה חוק פ/102/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081177,,0,0,עידן רול,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עידן רול
"הצעת חוק הכנסת (תיקון - ועדה לפיקוח על רשויות פיקוח פיננסיות), התשף-2020""",kirill2785@gmail.com,פ/67/23,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085986,"טענת ההצעה היא שבגלל מחיקת חובות של לווים גדולים בסכומים עצומים על ידי גופים פיננסיים, זו פגיעה בציבור. מה שלא נכון. ועדת החקירה התמודדה עם קושי ניכר למלא את תפקידה בשל סירוב המאסדרים הפיננסיים – המפקח על הבנקים, רשות שוק ההון ביטוח וחיסכון ורשות ניירות ערך, והגופים המפוקחים על ידיהם – התאגידים הבנקאיים והגופים המוסדיים וביניהם חברות ביטוח, קרנות פנסיה וקופות גמל, למסור לה מידע ומסמכים, בשל חובת סודיות, הכוללות סודיות ביחסי מפקח-מפוקח, סודיות ביחסי גוף פיננסי-לקוח וסודיות מסחרית. למרות חוסר היכולת לקבל מידע ונתונים רבים שהיו מסייעים לזרוע אור על הסיבות שהביאו לפגיעה האמורה בציבור, קבעה הוועדה כי הפגיעה התאפשרה, בין השאר, בשל כשלים בפעילות הפיקוח של המאסדרים הפיננסיים. לפיכך מוצע לעגן בחקיקה ראשית את המלצת ועדת החקירה להקים ועדה פרלמנטרית לפיקוח על המאסדרים הפיננסיים. פדיעה בהתנהלות של עסקים פרטיים (הדופים הפיננסיים)",,0,0,יואב קיש,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יואב קיש
